Header,Cluster
"NR_118960.1 Paenibacillus macerans strain NCDO 1764 16S ribosomal RNA, partial sequence",-1
"NR_118962.1 Priestia megaterium strain DSM 32 16S ribosomal RNA, partial sequence",-1
"NR_118961.1 Virgibacillus pantothenticus strain NCDO 1765 16S ribosomal RNA, partial sequence",-1
"NR_118963.1 Sporosarcina pasteurii strain NCIMB 8841 16S ribosomal RNA, partial sequence",0
"NR_118965.1 Sporosarcina psychrophila strain ATCC 23304 16S ribosomal RNA, partial sequence",-1
"NR_118966.1 Peribacillus psychrosaccharolyticus ATCC 23296 16S ribosomal RNA, partial sequence",0
"NR_118967.1 Peribacillus simplex NBRC 15720 = DSM 1321 16S ribosomal RNA, partial sequence",-1
"NR_118971.1 Bacillus smithii strain DSM 4216 16S ribosomal RNA, partial sequence",0
"NR_118968.1 Geobacillus stearothermophilus strain NCDO 1768 16S ribosomal RNA, partial sequence",-1
"NR_118972.1 Bacillus subtilis strain NCDO 1769 16S ribosomal RNA, partial sequence",0
"NR_118969.1 Parageobacillus thermoglucosidasius strain ATCC 43742 16S ribosomal RNA, partial sequence",-1
"NR_118906.1 Carnobacterium divergens strain NCDO 2763 16S ribosomal RNA, partial sequence",0
"NR_118905.1 Carnobacterium gallinarum strain NCFB 2766 16S ribosomal RNA, partial sequence",0
"NR_118907.1 Carnobacterium mobile strain NCFB 2765 16S ribosomal RNA, partial sequence",-1
"NR_118924.1 Enterococcus columbae strain STR 345 16S ribosomal RNA, partial sequence",0
"NR_027588.1 Fusobacterium gonidiaformans ATCC 25563 16S ribosomal RNA, partial sequence",0
"NR_026084.1 Fusobacterium animalis strain NCTC 12276 16S ribosomal RNA, partial sequence >NR_117843.1 Fusobacterium animalis ATCC 51191 16S ribosomal RNA, partial sequence",0
"NR_026083.1 Fusobacterium vincentii strain SOR 16S ribosomal RNA, partial sequence",0
"NR_026085.1 Fusobacterium periodonticum strain EK1-15 16S ribosomal RNA, partial sequence",0
"NR_176801.1 Fusobacterium russii strain ATCC 25533 16S ribosomal RNA, partial sequence",0
"NR_044820.1 Fusobacterium ulcerans strain NCTC 12111 16S ribosomal RNA, partial sequence",0
"NR_118911.1 Gemmata obscuriglobus strain UQM 2246 16S ribosomal RNA, partial sequence",0
"NR_118891.1 Gordonia terrae strain DSM 43249 16S ribosomal RNA, partial sequence",0
"NR_118878.1 Hirschia baltica ATCC 49814 strain IFAM 1418 16S ribosomal RNA, partial sequence",0
"NR_118975.1 Ligilactobacillus animalis strain NCDO 2425 16S ribosomal RNA, partial sequence",0
"NR_118976.1 Lacticaseibacillus casei strain NCDO 161 16S ribosomal RNA, partial sequence",-1
"NR_119298.1 Leptothrix discophora strain SS-1 16S ribosomal RNA, partial sequence",0
"NR_118877.1 Lactobacillus delbrueckii strain NCDO 213 16S ribosomal RNA, partial sequence",0
"NR_118978.1 Limosilactobacillus fermentum strain NCDO 1750 16S ribosomal RNA, partial sequence",-1
"NR_118921.1 Listeria grayi strain CIP 6818 16S ribosomal RNA, partial sequence",0
"NR_029361.1 Leptospira interrogans strain RGA 16S ribosomal RNA, partial sequence",0
"NR_118923.1 Listeria innocua strain NCTC 11288 16S ribosomal RNA, partial sequence",0
"NR_118922.1 Listeria ivanovii strain NCTC 11846 16S ribosomal RNA, partial sequence",-1
"NR_118943.1 Legionella maceachernii strain NCTC 11982 16S ribosomal RNA, partial sequence",0
"NR_118910.1 Carnobacterium maltaromaticum strain JCM 1154 16S ribosomal RNA, partial sequence",-1
"NR_118973.1 Limosilactobacillus oris strain NCDO 2160 16S ribosomal RNA, partial sequence",-1
"NR_118903.1 Pseudolactococcus plantarum strain NCDO 1869 16S ribosomal RNA, partial sequence",-1
"NR_118904.1 Pseudolactococcus raffinolactis strain NCDO 617 16S ribosomal RNA, partial sequence",0
"NR_118919.1 Listeria seeligeri strain NCTC 11856 16S ribosomal RNA, partial sequence",0
"NR_118974.1 Fructilactobacillus sanfranciscensis strain JCM 5668 16S ribosomal RNA, partial sequence",-1
"NR_118876.1 Weissella viridescens strain NCDO 1655 16S ribosomal RNA, partial sequence",-1
"NR_118977.1 Limosilactobacillus vaginalis strain NCTC 12197 16S ribosomal RNA, partial sequence",-1
"NR_118920.1 Listeria welshimeri strain NCTC 11857 16S ribosomal RNA, partial sequence",0
"NR_029219.1 Mycolicibacterium aichiense strain 49005 16S ribosomal RNA, partial sequence",0
"NR_118917.1 Mycobacterium asiaticum strain ATCC 25276 16S ribosomal RNA, partial sequence",0
"NR_029217.1 Mycolicibacterium aurum strain 358 16S ribosomal RNA, partial sequence",0
"NR_029220.1 Mycolicibacterium chitae strain 2502 16S ribosomal RNA, partial sequence",0
"NR_118914.1 Mycolicibacterium chubuense strain ATCC 27278 16S ribosomal RNA, partial sequence",0
"NR_044817.1 Mycobacterium cookii strain NZ2 16S ribosomal RNA, partial sequence",0
"NR_118913.1 Mycolicibacterium diernhoferi strain ATCC 19340 16S ribosomal RNA, partial sequence",0
"NR_044815.1 Mycolicibacterium flavescens strain ATCC 14474 16S ribosomal RNA, partial sequence",0
"NR_118883.1 Mycolicibacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841 = JCM 6387 16S ribosomal RNA, partial sequence",0
"NR_118879.1 Mycobacterium gastri strain ATCC 15754 16S ribosomal RNA, partial sequence",0
"NR_026087.1 Mycolicibacterium gadium strain 1066 16S ribosomal RNA, partial sequence",0
"NR_118915.1 Mycolicibacterium gilvum strain ATCC 43909 16S ribosomal RNA, partial sequence",0
"NR_044812.1 Mycobacterium gordonae strain ATCC 14470 16S ribosomal RNA, partial sequence",0
"NR_026086.1 Mycolicibacterium komossense strain Ko2 16S ribosomal RNA, partial sequence",0
"NR_044814.1 Mycobacterium malmoense strain ATCC 29571 16S ribosomal RNA, partial sequence",0
"NR_044813.1 Mycolicibacter nonchromogenicus strain ATCC 19530 16S ribosomal RNA, partial sequence",0
"NR_029218.1 Mycolicibacterium obuense strain 47001 16S ribosomal RNA, partial sequence",0
"NR_026082.1 Mycobacterium avium subsp. paratuberculosis strain 5617 16S ribosomal RNA, partial sequence",0
"NR_044811.1 Mycoplasmopsis synoviae strain WVU 1853 16S ribosomal RNA, partial sequence",0
"NR_026080.1 Mycobacterium szulgai strain ATCC 35799 16S ribosomal RNA, partial sequence",0
"NR_118881.1 Mycolicibacter terrae strain ATCC 15755 16S ribosomal RNA, partial sequence",0
"NR_044821.1 Mycolicibacterium thermoresistibile strain ATCC 19527 16S ribosomal RNA, partial sequence",0
"NR_118916.1 Mycolicibacterium vaccae strain ATCC 15483 16S ribosomal RNA, partial sequence",0
"NR_118882.1 Mycobacterium xenopi strain ATCC 19250 16S ribosomal RNA, partial sequence",0
"NR_118893.1 Nocardioides albus strain DSM 43109 16S ribosomal RNA, partial sequence",0
"NR_118885.1 Aeromicrobium fastidiosum strain NCIB 12713 16S ribosomal RNA, partial sequence",-1
"NR_118894.1 Nocardioides jensenii strain DSM 20641 16S ribosomal RNA, partial sequence",-1
"NR_026078.1 Pseudomonas aeruginosa strain DSM 50071 16S ribosomal RNA, complete sequence",0
"NR_044816.1 Propionibacterium freudenreichii strain DSM 20271 16S ribosomal RNA, partial sequence",-1
"NR_044827.1 Plesiomonas shigelloides strain NCIMB 9242 16S ribosomal RNA, partial sequence",0
"NR_118886.1 Pseudonocardia thermophila strain ATCC 19285 16S ribosomal RNA, partial sequence",0
"NR_118898.1 Acidipropionibacterium thoenii strain DSM 20276 16S ribosomal RNA, partial sequence",-1
"NR_118874.1 Renibacterium salmoninarum strain Lea-1-74 16S ribosomal RNA, partial sequence",0
"NR_118941.1 Streptococcus alactolyticus strain NCDO 1091 16S ribosomal RNA, partial sequence",0
"NR_118937.1 Streptococcus anginosus strain NCTC 10713 16S ribosomal RNA, partial sequence",0
"NR_115365.1 Streptomyces albus strain CSSP327 16S ribosomal RNA, partial sequence",0
"NR_118884.1 Streptomyces brasiliensis strain DSM 43159 16S ribosomal RNA, partial sequence",0
"NR_118934.1 Streptococcus downei MFe28 16S ribosomal RNA, partial sequence",-1
"NR_118888.1 Saccharopolyspora erythraea NRRL 2338 16S ribosomal RNA, partial sequence",-1
"NR_118887.1 Saccharopolyspora hirsuta strain ATCC 27875 16S ribosomal RNA, partial sequence",0
"NR_118938.1 Streptococcus intermedius strain NCTC 11324 16S ribosomal RNA, partial sequence",-1
"NR_118933.1 Streptococcus mutans strain NCTC 10449 16S ribosomal RNA, partial sequence",0
"NR_118932.1 Streptococcus macacae strain NCTC 11558 16S ribosomal RNA, partial sequence",-1
"NR_118918.1 Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076 strain NCDO 2594 16S ribosomal RNA, partial sequence",0
"NR_118935.1 Streptococcus sobrinus strain DSM 20742 16S ribosomal RNA, partial sequence",-1
"NR_118942.1 Streptococcus vestibularis ATCC 49124 strain NCTC 12166 16S ribosomal RNA, partial sequence",-1
"NR_118909.1 Saccharomonospora viridis strain ATCC 15386 16S ribosomal RNA, partial sequence",-1
"NR_118892.1 Tsukamurella paurometabola DSM 20162 16S ribosomal RNA, partial sequence",0
"NR_118895.1 Terrabacter tumescens strain NCIB 8914 16S ribosomal RNA, partial sequence",0
"NR_118902.1 Vagococcus fluvialis strain NCDO 2497 16S ribosomal RNA, partial sequence",-1
"NR_026090.1 Planococcus citreus strain NCIMB 1493 16S ribosomal RNA, partial sequence",0
"NR_026091.1 Planococcus kocurii strain NCIMB 629 16S ribosomal RNA, partial sequence",0
"NR_119302.1 Vibrio cholerae strain ATCC 14035 16S ribosomal RNA, partial sequence",0
"NR_029162.1 Neorickettsia risticii str. Illinois 16S ribosomal RNA, partial sequence >NR_074389.1 Neorickettsia risticii str. Illinois 16S ribosomal RNA, partial sequence",0
"NR_044746.1 Ehrlichia sennetsu strain Miyayama 16S ribosomal RNA, partial sequence",-1
"NR_118741.1 Ehrlichia canis strain Oklahoma 16S ribosomal RNA, partial sequence",0
"NR_044747.1 Ehrlichia ewingii strain Stillwater 16S ribosomal RNA, partial sequence",0
"NR_118768.1 Erythrobacter longus strain OCh101 16S ribosomal RNA, partial sequence",0
"NR_025932.1 Heliobacterium chlorum strain ATCC 35205 16S ribosomal RNA, partial sequence",0
"NR_044741.1 [Haemophilus] ducreyi strain CIP 54.2 16S ribosomal RNA, partial sequence",0
"NR_025896.1 Mycoplasma corogypsi strain BV1 16S ribosomal RNA, partial sequence",0
"NR_025933.1 Pyrodictium occultum strain PL-19 16S ribosomal RNA, complete sequence",1
"NR_025889.1 Bartonella elizabethae strain F9251 16S ribosomal RNA, partial sequence",0
"NR_037056.1 Bartonella vinsonii subsp. vinsonii strain Baker 16S ribosomal RNA, partial sequence",0
"NR_037057.1 Roseobacter denitrificans OCh 114 16S ribosomal RNA, partial sequence >NR_118769.1 Roseobacter denitrificans OCh 114 16S ribosomal RNA, partial sequence",0
"NR_044677.1 Saccharolobus shibatae B12 16S ribosomal RNA, complete sequence",1
"NR_025943.1 Guyparkeria hydrothermalis strain R3 16S ribosomal RNA, partial sequence",0
"NR_025901.1 Thermus filiformis strain Wai33 16S ribosomal RNA, partial sequence",0
"NR_025900.1 Thermus aquaticus strain YT-1 16S ribosomal RNA, partial sequence",0
"NR_118761.1 Actinobacillus ureae strain Henrikson 3520/59 16S ribosomal RNA, partial sequence",0
"NR_118745.1 Actinobacillus seminis strain ATCC 15768 16S ribosomal RNA, partial sequence",0
"NR_118759.1 Actinobacillus capsulatus strain CCUG 12396 16S ribosomal RNA, partial sequence",0
"NR_118758.1 Actinobacillus lignieresii strain NCTC 4189 16S ribosomal RNA, partial sequence",0
"NR_118755.1 Actinobacillus capsulatus strain NCTC 11408 16S ribosomal RNA, partial sequence",0
"NR_118760.1 Actinobacillus equuli strain NCTC 8529 16S ribosomal RNA, partial sequence",0
"NR_029171.1 Aggregatibacter actinomycetemcomitans strain 277/49-50(8) 16S ribosomal RNA, partial sequence",0
"NR_044754.1 Aerococcus urinae 16S ribosomal RNA, partial sequence",0
"NR_044742.1 Afipia felis ATCC 53690 strain B-91-007352 16S ribosomal RNA, partial sequence",0
"NR_044744.1 Afipia clevelandensis ATCC 49720 strain B-91-007353 16S ribosomal RNA, partial sequence",0
"NR_044743.1 Bartonella bacilliformis strain KC583 16S ribosomal RNA, partial sequence",0
"NR_118654.1 Campylobacter ureolyticus strain ATCC 33387 16S ribosomal RNA, partial sequence",0
"NR_118739.1 Campylobacter hyointestinalis strain ATCC 35217 16S ribosomal RNA, partial sequence",0
"NR_118653.1 Campylobacter lari subsp. lari strain CCUG 23947 16S ribosomal RNA, partial sequence",0
"NR_118764.1 Caulobacter mirabilis strain FWC 38 16S ribosomal RNA, partial sequence",-1
"NR_118765.1 Brevundimonas halotolerans strain MCS24 16S ribosomal RNA, partial sequence",0
"NR_025934.1 Cardiobacterium hominis strain 6573 16S ribosomal RNA, partial sequence",0
"NR_118711.1 Desulfogranum marinum strain 3pr10 16S ribosomal RNA, partial sequence",-1
"NR_118708.1 Nitratidesulfovibrio vulgaris str. Hildenborough 16S ribosomal RNA, partial sequence",-1
"NR_118709.1 Desulfobotulus sapovorans strain 1pa3 16S ribosomal RNA, partial sequence",-1
"NR_118710.1 Desulfarculus baarsii strain 2st 14 16S ribosomal RNA, partial sequence",0
"NR_118650.1 Erythrobacter longus strain OCh101 16S ribosomal RNA, partial sequence",0
"NR_118725.1 Roseobacter denitrificans OCh 114 16S ribosomal RNA, partial sequence",0
"NR_118694.1 Saccharopolyspora rectivirgula strain ATCC 33515 16S ribosomal RNA, partial sequence",-1
"NR_025944.1 Salegentibacter salegens strain DSM 5424 16S ribosomal RNA, partial sequence",0
"NR_118762.1 Haemophilus parainfluenzae ATCC 33392 16S ribosomal RNA, partial sequence",0
"NR_025938.1 Haemophilus parahaemolyticus strain 536 16S ribosomal RNA, partial sequence",0
"NR_118742.1 Aggregatibacter aphrophilus ATCC 33389 16S ribosomal RNA, partial sequence",0
"NR_044749.1 Aggregatibacter segnis ATCC 33393 16S ribosomal RNA, partial sequence",0
"NR_118757.1 Glaesserella parasuis strain NCTC 4557 16S ribosomal RNA, partial sequence",0
"NR_118756.1 Canicola haemoglobinophilus strain NCTC 1659 16S ribosomal RNA, partial sequence",0
"NR_044751.1 Haemophilus paracuniculus 16S ribosomal RNA, partial sequence",0
"NR_118753.1 Avibacterium paragallinarum strain NCTC 11296 16S ribosomal RNA, partial sequence",0
"NR_118744.1 Haemophilus haemolyticus strain NCTC 10659 16S ribosomal RNA, partial sequence",0
"NR_044753.1 Haemophilus paraphrohaemolyticus 16S ribosomal RNA, partial sequence",0
"NR_125709.1 Heliothrix oregonensis strain F1 16S ribosomal RNA, partial sequence",-1
"NR_025891.1 Kingella oralis strain UB-38 16S ribosomal RNA, partial sequence",0
"NR_044681.1 Suttonella indologenes strain ATCC 25869 16S ribosomal RNA, partial sequence",0
"NR_118717.1 Legionella micdadei strain TATLOCK 16S ribosomal RNA, partial sequence",0
"NR_118715.1 Legionella spiritensis strain Mt St Helens-9 16S ribosomal RNA, partial sequence",0
"NR_118714.1 Legionella longbeachae strain Long Beach-4 16S ribosomal RNA, partial sequence",-1
"NR_118713.1 Legionella hackeliae strain Lansing-2 16S ribosomal RNA, partial sequence",-1
"NR_118712.1 Legionella pneumophila strain Philadelphia 1 16S ribosomal RNA, partial sequence",0
"NR_118660.1 Magnetovibrio blakemorei strain MV-1 16S ribosomal RNA, partial sequence",0
"NR_029168.1 Mycolicibacter terrae strain F 628 16S ribosomal RNA, partial sequence",0
"NR_025892.1 Neisseria flavescens strain N 155 16S ribosomal RNA, partial sequence",0
"NR_118659.1 Neisseria macacae ATCC 33926 16S ribosomal RNA, partial sequence",-1
"NR_044614.1 Neisseria canis strain H 6 16S ribosomal RNA, partial sequence",0
"NR_025893.1 Neisseria elongata subsp. elongata strain ATCC 25295 16S ribosomal RNA, partial sequence",0
"NR_118763.1 Rodentibacter pneumotropicus strain NCTC 8141 16S ribosomal RNA, partial sequence",0
"NR_025937.1 Avibacterium volantium strain NCTC 3438 16S ribosomal RNA, partial sequence",0
"NR_118748.1 Pasteurella stomatis strain ATCC 43327 16S ribosomal RNA, partial sequence",0
"NR_118754.1 Avibacterium gallinarum strain NCTC 11188 16S ribosomal RNA, partial sequence",0
"NR_044750.1 Avibacterium avium strain NCTC 11297 16S ribosomal RNA, partial sequence",0
"NR_118752.1 Gallibacterium anatis DSM 16844 = F 149 16S ribosomal RNA, partial sequence",0
"NR_118751.1 Alitibacter langaaensis strain ATCC 43328 16S ribosomal RNA, partial sequence",0
"NR_118750.1 Pasteurella oralis strain CCUG 19794 16S ribosomal RNA, partial sequence",0
"NR_118749.1 Pasteurella dagmatis ATCC 43325 16S ribosomal RNA, partial sequence",0
"NR_118747.1 Pasteurella canis strain ATCC 43326 16S ribosomal RNA, partial sequence",0
"NR_118746.1 [Pasteurella] aerogenes strain ATCC 27883 16S ribosomal RNA, partial sequence",0
"NR_044679.1 Rhodocyclus purpureus strain 6770 16S ribosomal RNA, partial sequence",0
"NR_044748.1 Bartonella quintana strain Fuller 16S ribosomal RNA, partial sequence",0
"NR_044734.1 Selenomonas ruminantium strain GA192 16S ribosomal RNA, partial sequence",0
"NR_118719.1 Brachyspira hyodysenteriae strain B78 16S ribosomal RNA, partial sequence",-1
"NR_118720.1 Brachyspira innocens strain B256 16S ribosomal RNA, partial sequence",0
"NR_118736.1 Sporomusa termitida strain JSN-2 16S ribosomal RNA, partial sequence",-1
"NR_044616.1 Synergistes jonesii strain 78-1 16S ribosomal RNA, partial sequence",-1
"NR_044755.1 Thiobacillus thioparus strain Starkey 16S ribosomal RNA, partial sequence",0
"NR_044745.1 Treponema saccharophilum strain ATCC 43261 16S ribosomal RNA, partial sequence",0
"NR_044684.1 Treponema succinifaciens DSM 2489 strain 6091 16S ribosomal RNA, partial sequence",-1
"NR_044683.1 Thermoproteus tenax Kra 1 16S ribosomal RNA, complete sequence",1
"NR_025894.1 Vitreoscilla stercoraria strain Gottingen 1488-6 16S ribosomal RNA, partial sequence",0
"NR_025834.1 Brachymonas denitrificans strain AS-P1 16S ribosomal RNA, partial sequence",0
"NR_029362.1 Francisella tularensis strain B-38 16S ribosomal RNA, partial sequence",0
"NR_119007.1 Bifidobacterium animalis subsp. animalis ATCC 25527 16S ribosomal RNA, partial sequence",-1
"NR_036983.1 Thermus brockianus strain YS38 16S ribosomal RNA gene, partial sequence",0
"NR_027614.1 Meiothermus ruber strain DSM 1279 16S ribosomal RNA, partial sequence",0
"NR_025906.1 Arcobacter nitrofigilis strain CI 16S ribosomal RNA, partial sequence",0
"NR_029143.1 Mycobacterium celatum strain ATCC 51131 16S ribosomal RNA, partial sequence",0
"NR_118664.1 Malacoplasma penetrans strain GTU-54-6A1 16S ribosomal RNA, partial sequence",0
"NR_029235.1 Dictyoglomus thermophilum H-6-12 16S ribosomal RNA, partial sequence",0
"NR_115533.1 Fuscovulum blasticum DSM 2131 strain ATCC 33485 16S ribosomal RNA, partial sequence",0
"NR_043405.1 Phaeovulum veldkampii DSM 11550 16S ribosomal RNA, partial sequence",0
"NR_043406.1 Rhodovulum euryhalinum strain DSM 4868 16S ribosomal RNA, partial sequence",0
"NR_025845.1 Rhodovulum strictum strain MB-G2 16S ribosomal RNA, partial sequence",0
"NR_025841.1 Rubrivivax gelatinosus strain ATH 2.2.1 16S ribosomal RNA, partial sequence",0
"NR_025839.1 Rhodocyclus tenuis strain 2761 16S ribosomal RNA, partial sequence",0
"NR_025840.1 Rhodoferax fermentans strain FR2 16S ribosomal RNA, partial sequence",0
"NR_115523.1 Sphingomonas paucimobilis strain GIFU 2395 16S ribosomal RNA, partial sequence",0
"NR_115524.1 Sphingobium yanoikuyae strain GIFU 9882 16S ribosomal RNA, partial sequence",0
"NR_115525.1 Sphingomonas adhaesiva strain GIFU11458 16S ribosomal RNA, partial sequence",0
"NR_025838.1 Novosphingobium capsulatum strain GIFU 11526 16S ribosomal RNA, partial sequence",0
"NR_025902.1 Neisseria weaveri strain CDC 8142 16S ribosomal RNA, partial sequence",0
"NR_044818.1 Actinopolyspora halophila strain ATCC 27976 16S ribosomal RNA, partial sequence",0
"NR_029237.1 Helcococcus kunzii strain 22 16S ribosomal RNA, partial sequence",0
"NR_118665.1 Alkalithermobacter paradoxus strain JW/YL23-2 16S ribosomal RNA, partial sequence",0
"NR_044626.1 Lawsonia intracellularis strain 1482/89 16S ribosomal RNA, complete sequence",-1
"NR_044617.1 Thermoanaerobacter kivui strain LKT-1 16S ribosomal RNA, partial sequence",0
"NR_025898.1 Thermoanaerobacter thermocopriae strain JT-3 16S ribosomal RNA, partial sequence",0
"NR_029144.1 Neomoorella thermoacetica strain JW 701/3 16S ribosomal RNA, partial sequence",-1
"NR_025899.1 Caloramator fervidus strain RT4. B1 16S ribosomal RNA, partial sequence",0
"NR_044624.1 [Clostridium] cellulosi strain AS 1.1777 16S ribosomal RNA, partial sequence",0
"NR_036878.1 Caldicellulosiruptor saccharolyticus strain Tp8T.6331 16S ribosomal RNA gene, partial sequence",0
"NR_044618.1 Thermoanaerobacter thermohydrosulfuricus strain E100-69 16S ribosomal RNA, partial sequence",0
"NR_044619.1 Thermoanaerobacter ethanolicus strain JW-200 16S ribosomal RNA, partial sequence",0
"NR_118662.1 Thermoanaerobacter pseudethanolicus strain 39E 16S ribosomal RNA, partial sequence",0
"NR_027577.1 Thermoanaerobacter brockii strain HTD4 16S ribosomal RNA, partial sequence",0
"NR_025897.1 Thermoanaerobacter brockii subsp. finnii strain AKo-1 16S ribosomal RNA, partial sequence",0
"NR_044621.1 Thermoanaerobacterium saccharolyticum DSM 7060 strain B6A-RI 16S ribosomal RNA, partial sequence",0
"NR_044622.1 Thermoanaerobacterium thermosulfurigenes strain 4B 16S ribosomal RNA, partial sequence",-1
"NR_044623.1 Thermoanaerobacterium xylanolyticum strain LXII 16S ribosomal RNA, partial sequence",0
"NR_025911.1 Limosilactobacillus reuteri strain F275 16S ribosomal RNA, partial sequence",0
"NR_119297.1 Pseudonocardia halophobica strain DSM 43089 16S ribosomal RNA, partial sequence",0
"NR_119304.1 Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504 = JCM 12093 16S ribosomal RNA, partial sequence",0
"NR_036770.1 Saccharococcus thermophilus strain 657 16S ribosomal RNA, partial sequence >NR_119004.1 Saccharococcus thermophilus strain ATCC 43125 16S ribosomal RNA, partial sequence",0
"NR_025913.1 Mycoplasmopsis gallinacea strain DD 16S ribosomal RNA, partial sequence",0
"NR_044638.1 Mycoplasmopsis gallinarum strain PG16 16S ribosomal RNA, partial sequence",0
"NR_025912.1 [Mycoplasma] imitans strain 4229 16S ribosomal RNA, partial sequence",0
"NR_029252.1 Aeromonas caviae strain ATCC 15468 16S ribosomal RNA, partial sequence",0
"NR_119039.1 Aeromonas hydrophila strain ATCC 7966 16S ribosomal RNA, partial sequence",0
"NR_119040.1 Aeromonas jandaei strain ATCC 49568 16S ribosomal RNA, partial sequence",0
"NR_119041.1 Aeromonas media strain ATCC 33907 16S ribosomal RNA, partial sequence",0
"NR_119042.1 Aeromonas salmonicida strain ATCC 33658 16S ribosomal RNA, partial sequence",0
"NR_119043.1 Aeromonas schubertii strain ATCC 43700 16S ribosomal RNA, partial sequence",0
"NR_119044.1 Aeromonas sobria strain ATCC 43979 16S ribosomal RNA, partial sequence",0
"NR_119045.1 Aeromonas veronii bv. veronii strain ATCC 35624 16S ribosomal RNA, partial sequence",0
"NR_119046.1 Photobacterium angustum strain ATCC 25915 16S ribosomal RNA, partial sequence",0
"NR_029253.1 Photobacterium leiognathi strain L1 16S ribosomal RNA gene, partial sequence",0
"NR_119047.1 Photobacterium phosphoreum strain ATCC 11040 16S ribosomal RNA, partial sequence",0
"NR_119048.1 Plesiomonas shigelloides strain ATCC 14029 16S ribosomal RNA, partial sequence",0
"NR_029254.1 Vibrio aestuarianus strain OY 0-002 16S ribosomal RNA, partial sequence",0
"NR_119049.1 Vibrio alginolyticus strain ATCC 17749 16S ribosomal RNA, partial sequence",0
"NR_119050.1 Vibrio campbellii CAIM 519 = NBRC 15631 = ATCC 25920 16S ribosomal RNA, partial sequence",0
"NR_119051.1 Vibrio cholerae strain ATCC 14035 16S ribosomal RNA, partial sequence",0
"NR_026122.1 Vibrio cincinnatiensis strain ATCC 35912 16S ribosomal RNA, partial sequence",0
"NR_119052.1 Photobacterium damselae strain ATCC 33539 16S ribosomal RNA, partial sequence",0
"NR_026123.1 Vibrio diazotrophicus strain NS 16S ribosomal RNA, partial sequence",0
"NR_029255.1 Aliivibrio fischeri strain 398 16S ribosomal RNA, partial sequence",0
"NR_119053.1 Vibrio fluvialis strain ATCC 33809 16S ribosomal RNA, partial sequence",0
"NR_029256.1 Vibrio gazogenes strain PB 1 16S ribosomal RNA, partial sequence",0
"NR_119055.1 Grimontia hollisae strain ATCC 33564 16S ribosomal RNA, partial sequence",0
"NR_119054.1 Vibrio harveyi strain ATCC 14126 16S ribosomal RNA, partial sequence",0
"NR_029257.1 Vibrio mediterranei strain 50 16S ribosomal RNA, partial sequence",0
"NR_029259.1 Vibrio mimicus strain 1721-77 16S ribosomal RNA, partial sequence",0
